Company_Full_Name,Shariah,Sector,Company_Key
MAINSEREMBAN ENGINEERING BERHAD,Yes,Industrial Engineering,9067
ACESEDANIA INNOVATOR BERHAD,Yes,Telecommunications Equipment,3585
MAINSEE HUP CONSOLIDATED BERHAD,Yes,Transportation & Logistics Services,9449
LEAPSEERS BERHAD,Yes,Household Goods,6766
MAINSEG INTERNATIONAL BHD,Yes,Consumer Services,5462
MAIN7-ELEVEN MALAYSIA HOLDINGS BERHAD,No,Retailers,8112
MAINEVERSENDAI CORPORATION BERHAD,Yes,Construction,4455
MAINSENG FONG HOLDINGS BERHAD,Yes,Industrial Services,4213
MAINSENHENG NEW RETAIL BERHAD,Yes,Retailers,1359
MAINSENTRAL REIT,No,Real Estate Investment Trusts,1262
MAINSERBA DINAMIK HOLDINGS BERHAD,Yes,"Energy Infrastructure, Equipment & Services",8500
MAINSERN KOU RESOURCES BERHAD,Yes,Household Goods,7815
ACESERSOL BERHAD,Yes,Chemicals,3363
ACESFP TECH HOLDINGS BERHAD,Yes,Semiconductors,3994
LEAPSUPERGENICS BERHAD,Yes,Industrial Services,5981
MAINSHANGRI-LA HOTELS (MALAYSIA,No,"Travel, Leisure & Hospitality",5444
MAINSIN HENG CHAN (MALAYA,Yes,Plantation,1702
MAINSHH RESOURCES HOLDINGS BERHAD,Yes,Household Goods,7502
MAINSHL CONSOLIDATED BHD,Yes,Property,2294
ACESIAB HOLDINGS BERHAD,Yes,Construction,7694
MAINSIGNATURE INTERNATIONAL BERHAD,Yes,Household Goods,5855
MAINSIME DARBY BERHAD,Yes,Automotive,5534
MAINSIME DARBY PLANTATION BERHAD,Yes,Plantation,7280
MAINSIME DARBY PROPERTY BERHAD,Yes,Property,3671
MAINSINARAN ADVANCE GROUP BERHAD,No,Personal Goods,8587
MAINSENI JAYA CORPORATION BERHAD,Yes,Media,8760
MAINSKB SHUTTERS CORPORATION BERHAD,Yes,Building Materials,7001
LEAPSTEEL HAWK BERHAD,No,"Energy Infrastructure, Equipment & Services",4774
MAINSKP RESOURCES BHD,Yes,"Industrial Materials, Components & Equipment",9833
LEAPSL INNOVATION CAPITAL BERHAD,Yes,Digital Services,9082
MAINSLP RESOURCES BERHAD,Yes,Packaging Materials,2655
MAINSOLARVEST HOLDINGS BERHAD,Yes,Industrial Services,4060
MAINSINMAH CAPITAL BERHAD,Yes,Agricultural Products,5586
ACESECUREMETRIC BERHAD,Yes,Software,1197
MAINSOUTH MALAYSIA INDUSTRIES BERHAD,Yes,Property,5374
LEAPSMILE-LINK HEALTHCARE GLOBAL BERHAD,Yes,Health Care Providers,3907
MAINSMIS CORPORATION BERHAD,Yes,Auto Parts,8399
ACESMRT HOLDINGS BERHAD,Yes,Digital Services,8985
ACESMTRACK BERHAD,Yes,Technology Equipment,3937
MAINSAND NISKO CAPITAL BERHAD,Yes,Household Goods,4479
LEAPSNOWFIT GROUP BERHAD,No,Household Goods,8994
ACESNS NETWORK TECHNOLOGY BERHAD,Yes,Technology Equipment,6694
MAINSENTORIA GROUP BERHAD,No,Property,9153
MAINSOLID AUTOMOTIVE BERHAD,Yes,Automotive,6375
ACESOLUTION GROUP BERHAD,Yes,Digital Services,4387
MAINSARAWAK OIL PALMS BERHAD,Yes,Plantation,5399
ACESPRING ART HOLDINGS BERHAD,Yes,Household Goods,2699
MAINSPRITZER BHD,Yes,Food & Beverages,5350
MAINS P SETIA BERHAD,Yes,Property,8531
MAINSPORTS TOTO BERHAD,No,"Travel, Leisure & Hospitality",6296
ACESILVER RIDGE HOLDINGS BHD,No,Telecommunications Equipment,3093
MAINSOUTHERN STEEL BERHAD,No,Metals,1805
MAINSTAR MEDIA GROUP BERHAD,Yes,Media,5199
MAINSTELLA HOLDINGS BERHAD,Yes,Construction,1329
ACESTRAITS ENERGY RESOURCES BERHAD,Yes,Transportation & Logistics Services,2124
MAINSUBUR TIASA HOLDINGS BERHAD,No,Wood & Wood Products,3869
MAINSUCCESS TRANSFORMER CORPORATION BERHAD,Yes,"Industrial Materials, Components & Equipment",1530
MAINSUNWAY CONSTRUCTION GROUP BERHAD,Yes,Construction,3737
LEAPSUNMOW HOLDING BERHAD,Yes,Construction,3975
MAINSUNWAY REAL ESTATE INVESTMENT TRUST,No,Real Estate Investment Trusts,8562
MAINSUNSURIA BERHAD,Yes,Property,7831
MAINSUNWAY BERHAD,Yes,Diversified Industrials,2331
ACESUNZEN BIOTECH BERHAD,No,Agricultural Products,1053
MAINSUPERLON HOLDINGS BERHAD,Yes,Building Materials,8221
MAINSUPERMAX CORPORATION BERHAD,Yes,Health Care Equipment & Services,7557
LEAPSUPREME CONSOLIDATED RESOURCES BERHAD,Yes,Consumer Services,2119
MAINSURIA CAPITAL HOLDINGS BERHAD,Yes,Transportation & Logistics Services,8366
MAINSWIFT HAULAGE BERHAD,Yes,Transportation & Logistics Services,3302
MAINSARAWAK PLANTATION BERHAD,Yes,Plantation,2523
MAINSWS CAPITAL BERHAD,Yes,Household Goods,8085
MAINSYCAL VENTURES BERHAD,No,Construction,9459
MAINSYF RESOURCES BERHAD,Yes,Household Goods,2222
MAINSYMPHONY LIFE BERHAD,Yes,Property,9006
MAINSHIN YANG SHIPPING CORPORATION BERHAD,Yes,Transportation & Logistics Services,7045
ACESYSTECH BHD,Yes,Software,9690
MAINT7 GLOBAL BERHAD,Yes,"Energy Infrastructure, Equipment & Services",8699
MAINTA ANN HOLDINGS BERHAD,Yes,Plantation,1112
MAINTAFI INDUSTRIES BERHAD,Yes,Household Goods,1193
MAINSYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,Yes,Insurance,2662
MAINTALAM TRANSFORM BERHAD,Yes,Property,8554
MAINTALIWORKS CORPORATION BERHAD,Yes,"Gas, Water & Multi-utilities",4194
MAINTAMBUN INDAH LAND BERHAD,Yes,Property,8714
MAINTANCO HOLDINGS BERHAD,Yes,Property,1949
MAINTAS OFFSHORE BERHAD,Yes,Transportation Equipment,9010
MAINTASCO BERHAD,Yes,Transportation & Logistics Services,4590
ACETASHIN HOLDINGS BERHAD,Yes,Metals,3993
MAINTA WIN HOLDINGS BERHAD,No,Metals,7145
MAINTAN CHONG MOTOR HOLDINGS BERHAD,Yes,Automotive,1173
ACETCS GROUP HOLDINGS BERHAD,Yes,Construction,6515
ACETECHNODEX BHD,No,Software,5766
MAINTDM BERHAD,Yes,Plantation,3160
MAINTECK GUAN PERDANA BERHAD,No,Agricultural Products,7017
MAINTECHBOND GROUP BERHAD,Yes,Chemicals,7657
MAINTECHNA-X BERHAD,Yes,Other Energy Resources,4740
MAINTEK SENG HOLDINGS BERHAD,Yes,Household Goods,1126
ACETELADAN SETIA GROUP BERHAD,Yes,Property,8801
MAINTENAGA NASIONAL BHD,Yes,Electricity,9704
MAINTEO SENG CAPITAL BERHAD,No,Agricultural Products,6659
MAINTEXCHEM RESOURCES BERHAD,Yes,Diversified Industrials,6502
ACETEX CYCLE TECHNOLOGY (M,Yes,Industrial Services,6406
ACETFP SOLUTIONS BERHAD,No,Digital Services,7980
MAINTEO GUAN LEE CORPORATION BERHAD,Yes,Personal Goods,7755
MAINTHONG GUAN INDUSTRIES BERHAD,Yes,Packaging Materials,1104
MAINTHETA EDGE BERHAD,Yes,Digital Services,2758
MAINTH PLANTATIONS BERHAD,Yes,Plantation,1025
MAINTHRIVEN GLOBAL BERHAD,Yes,Property,7786
MAINTIEN WAH PRESS HOLDINGS BERHAD,No,Industrial Services,7242
MAINTIME DOTCOM BERHAD,Yes,Telecommunications Service Providers,6806
MAINTIMBERWELL BERHAD,Yes,Wood & Wood Products,8906
MAINTITIJAYA LAND BERHAD,Yes,Property,8515
MAINTUJU SETIA BERHAD,Yes,Construction,1909
MAINTELEKOM MALAYSIA BERHAD,Yes,Telecommunications Service Providers,7332
MAINTMC LIFE SCIENCES BERHAD,Yes,Health Care Providers,6858
MAINTIONG NAM LOGISTICS HOLDINGS BERHAD,Yes,Transportation & Logistics Services,4427
MAINTRANSOCEAN HOLDINGS BHD,Yes,Transportation & Logistics Services,7541
MAINTOMEI CONSOLIDATED BERHAD,No,Retailers,7187
MAINTOMYPAK HOLDINGS BERHAD,Yes,Packaging Materials,8000
MAINTONG HERR RESOURCES BERHAD,Yes,Metals,2805
MAINTOP BUILDERS CAPITAL BERHAD,Yes,Construction,8969
MAINTOP GLOVE CORPORATION BHD,Yes,Health Care Equipment & Services,3865
LEAPTOPVISION EYE SPECIALIST BERHAD,Yes,Health Care Providers,8486
MAINTOYO VENTURES HOLDINGS BERHAD,Yes,Chemicals,5923
MAINTPC PLUS BERHAD,Yes,Agricultural Products,1562
MAINTRC SYNERGY BERHAD,Yes,Construction,2520
ACETRI-MODE SYSTEM (M,Yes,Transportation & Logistics Services,5899
MAINTRIVE PROPERTY GROUP BERHAD,Yes,Technology Equipment,2035
MAINTROPICANA CORPORATION BERHAD,Yes,Property,8381
MAINTSH RESOURCES BERHAD,Yes,Plantation,4197
MAINTSR CAPITAL BERHAD,Yes,Construction,7010
MAINTUNE PROTECT GROUP BERHAD,No,Insurance,4018
MAINTURBO-MECH BERHAD,No,"Industrial Materials, Components & Equipment",6874
MAINTURIYA BERHAD,Yes,Semiconductors,3466
MAINTWL HOLDINGS BERHAD,Yes,Property,9643
MAINTOWER REAL ESTATE INVESTMENT TRUST,No,Real Estate Investment Trusts,1248
MAINUCHI TECHNOLOGIES BERHAD,Yes,"Industrial Materials, Components & Equipment",8539
ACEUCREST BERHAD,Yes,Technology Equipment,1489
MAINUEM SUNRISE BERHAD,Yes,Property,5710
MAINUNITED U-LI CORPORATION BERHAD,Yes,"Industrial Materials, Components & Equipment",1997
ACEUMEDIC GROUP BERHAD,No,Health Care Equipment & Services,4638
MAINUNITED MALACCA BERHAD,Yes,Plantation,4782
MAINUMS HOLDINGS BERHAD,Yes,"Industrial Materials, Components & Equipment",9981
MAINUMS-NEIKEN GROUP BERHAD,Yes,"Industrial Materials, Components & Equipment",5756
MAINUMW HOLDINGS BERHAD,Yes,Automotive,5178
MAINUNIMECH GROUP BERHAD,Yes,"Industrial Materials, Components & Equipment",1467
ACEUNIQUE FIRE HOLDINGS BERHAD,Yes,Industrial Services,9909
MAINUNISEM (M,Yes,Semiconductors,8304
ACEUNITRADE INDUSTRIES BERHAD,No,Building Materials,3032
LEAPUNI WALL APS HOLDINGS BERHAD,Yes,Construction,5171
MAINUOA DEVELOPMENT BHD,Yes,Property,9265
MAINUOA REAL ESTATE INVESTMENT TRUST,No,Real Estate Investment Trusts,3290
MAINUPA CORPORATION BHD,Yes,Consumer Services,5397
LEAPUCI RESOURCES BERHAD,Yes,Building Materials,3625
MAINUNITED PLANTATIONS BERHAD,Yes,Plantation,7580
MAINUWC BERHAD,Yes,Semiconductors,9492
MAINUZMA BERHAD,Yes,"Energy Infrastructure, Equipment & Services",2687
MAINVELESTO ENERGY BERHAD,Yes,"Energy Infrastructure, Equipment & Services",6185
MAINVERSATILE CREATIVE BERHAD,Yes,Packaging Materials,2560
ACEVINVEST CAPITAL HOLDINGS BERHAD,Yes,Software,4393
ACEVISDYNAMICS HOLDINGS BERHAD,Yes,Semiconductors,8829
MAINVITROX CORPORATION BERHAD,Yes,Semiconductors,1491
MAINVIZIONE HOLDINGS BERHAD,Yes,Construction,4144
ACEVOLCANO BERHAD,Yes,Industrial Services,9407
MAINV.S. INDUSTRY BERHAD,Yes,"Industrial Materials, Components & Equipment",9920
ACEVSOLAR GROUP BERHAD,No,Software,9046
MAINVSTECS BERHAD,Yes,Technology Equipment,9889
ACEWAJA KONSORTIUM BERHAD,Yes,"Industrial Materials, Components & Equipment",9014
MAINWANG-ZHENG BERHAD,Yes,Household Goods,8107
MAINWARISAN TC HOLDINGS BERHAD,Yes,"Travel, Leisure & Hospitality",5520
MAINWAH SEONG CORPORATION BERHAD,Yes,"Energy Infrastructure, Equipment & Services",1533
MAINWATTA HOLDING BERHAD,Yes,Auto Parts,9721
MAINWCE HOLDINGS BERHAD,No,Construction,3871
MAINWCT HOLDINGS BERHAD,Yes,Construction,4396
MAINWEGMANS HOLDINGS BERHAD,Yes,Household Goods,6432
MAINWELLCALL HOLDINGS BERHAD,Yes,"Industrial Materials, Components & Equipment",9905
ACEWIDAD GROUP BERHAD,Yes,Construction,2268
MAINWILLOWGLEN MSC BERHAD,No,Software,1891
MAINWMG HOLDINGS BERHAD,No,Property,7664
MAINWONG ENGINEERING CORPORATION BERHAD,Yes,"Industrial Materials, Components & Equipment",6603
MAINWOODLANDOR HOLDINGS BHD,Yes,Wood & Wood Products,5219
MAINWESTPORTS HOLDINGS BERHAD,Yes,Transportation & Logistics Services,2584
MAINWHITE HORSE BERHAD,Yes,Building Materials,9894
MAINWTK HOLDINGS BERHAD,Yes,Wood & Wood Products,2302
MAINXIDELANG HOLDINGS LTD,No,Personal Goods,2006
MAINXIN HWA HOLDINGS BERHAD,Yes,Transportation & Logistics Services,5875
MAINXL HOLDINGS BERHAD,Yes,Consumer Services,6865
ACEXOX BHD,No,Telecommunications Service Providers,2259
ACEXOX NETWORKS BERHAD,No,Consumer Services,4328
ACEXOX TECHNOLOGY BERHAD,Yes,Telecommunications Equipment,8935
MAINY&G CORPORATION BHD,Yes,Property,4345
MAINYB VENTURES BERHAD,Yes,Building Materials,6977
ACEYBS INTERNATIONAL BERHAD,Yes,"Industrial Materials, Components & Equipment",6333
MAINYENHER HOLDINGS BERHAD,No,Agricultural Products,8809
ACEYEW LEE PACIFIC GROUP BERHAD,Yes,"Industrial Materials, Components & Equipment",4985
ACEYGL CONVERGENCE BERHAD,Yes,Software,4953
MAINYINSON HOLDINGS BERHAD,No,"Energy Infrastructure, Equipment & Services",8584
MAINYKGI HOLDINGS BERHAD,Yes,Metals,1198
MAINYLI HOLDINGS BERHAD,Yes,Metals,2445
MAINYNH PROPERTY BERHAD,Yes,Property,4579
MAINYOONG ONN CORPORATION BERHAD,No,Household Goods,8955
MAINYONG TAI BERHAD,Yes,Property,5294
MAINY.S.P.SOUTHEAST ASIA HOLDING BERHAD,Yes,Pharmaceuticals,6688
MAINYTL CORPORATION BERHAD,No,"Gas, Water & Multi-utilities",4396
MAINYTL POWER INTERNATIONAL BHD,No,"Gas, Water & Multi-utilities",4918
MAINYTL HOSPITALITY REIT,No,Real Estate Investment Trusts,9158
ACEYX PRECIOUS METALS BHD,No,Personal Goods,9770
MAINZECON BERHAD,Yes,Construction,3109
MAINZELAN BERHAD,Yes,Construction,2012
ACEZEN TECH INTERNATIONAL BERHAD,Yes,Software,6411
MAINZHULIAN CORPORATION BERHAD,Yes,Consumer Services,1398
